LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1671015054.164076,67263.667,9163,3,GX,1,100,1.587
1671015054.203649,67302.000,9163,3,GX,1,100,-1.282
1671015054.243910,67341.000,9181,2,GX,1,100,0.275
1671015054.284171,67380.000,9181,2,GX,1,100,0.946
1671015054.324088,67418.667,9198,3,GX,1,100,-1.892
1671015054.364005,67457.333,9198,3,GX,1,100,-1.495
1671015054.403922,67496.000,9198,3,GX,1,100,-1.251
1671015054.443667,67534.500,9213,2,GX,1,100,-1.190
1671015054.483412,67573.000,9213,2,GX,1,100,-0.916
1671015054.522641,67611.000,9230,3,GX,1,100,-0.305
1671015054.561870,67649.000,9230,3,GX,1,100,0.366
1671015054.601099,67687.000,9230,3,GX,1,100,-0.061
1671015054.641016,67725.667,9250,3,GX,1,100,-0.214
1671015054.680933,67764.333,9250,3,GX,1,100,0.214
1671015054.720850,67803.000,9250,3,GX,1,100,-0.854
1671015054.761111,67842.000,9267,2,GX,1,100,-0.153
1671015054.801372,67881.000,9267,2,GX,1,100,-0.397
1671015054.841289,67919.667,9281,3,GX,1,100,0.366
1671015054.881206,67958.333,9281,3,GX,1,100,0.183
1671015054.921123,67997.000,9281,3,GX,1,100,0.122
1671015054.961040,68035.667,9299,3,GX,1,100,-0.793
1671015055.000957,68074.333,9299,3,GX,1,100,-0.854
1671015055.040874,68113.000,9299,3,GX,1,100,-1.221
1671015055.087329,68158.000,9317,2,GX,1,100,-1.190
1671015055.133785,68203.000,9317,2,GX,1,100,-0.488
1671015055.173013,68241.000,9337,2,GX,1,100,-0.366
1671015055.212242,68279.000,9337,2,GX,1,100,-0.488
1671015055.253192,68318.667,9354,3,GX,1,100,-0.549
1671015055.294141,68358.333,9354,3,GX,1,100,-0.183
1671015055.335090,68398.000,9354,3,GX,1,100,-0.061
1671015055.374319,68436.000,9369,2,GX,1,100,0.366
1671015055.413548,68474.000,9369,2,GX,1,100,0.336
1671015055.453465,68512.667,9385,3,GX,1,100,0.275
1671015055.493382,68551.333,9385,3,GX,1,100,0.549
1671015055.533299,68590.000,9385,3,GX,1,100,0.153
1671015055.573216,68628.667,9402,3,GX,1,100,-0.519
1671015055.613133,68667.333,9402,3,GX,1,100,-0.977
1671015055.653050,68706.000,9402,3,GX,1,100,-1.343
1671015055.693311,68745.000,9420,2,GX,1,100,0.641
1671015055.733572,68784.000,9420,2,GX,1,100,0.854
1671015055.773489,68822.667,9437,3,GX,1,100,0.946
1671015055.813406,68861.333,9437,3,GX,1,100,0.824
1671015055.853323,68900.000,9437,3,GX,1,100,0.488
1671015055.893241,68938.667,9453,3,GX,1,100,-1.923
1671015055.933158,68977.333,9453,3,GX,1,100,-0.641
1671015055.973075,69016.000,9453,3,GX,1,100,1.434
1671015056.012303,69054.000,9473,3,GX,1,100,1.495
1671015056.051532,69092.000,9473,3,GX,1,100,-6.439
1671015056.090761,69130.000,9473,3,GX,1,100,-2.380
1671015056.130506,69168.500,9492,2,GX,1,100,7.324
1671015056.170251,69207.000,9492,2,GX,1,100,-1.984
1671015056.214642,69250.000,9511,3,GX,1,100,0.122
1671015056.259032,69293.000,9511,3,GX,1,100,-0.397
1671015056.303422,69336.000,9511,3,GX,1,100,0.702
1671015056.343684,69375.000,9526,2,GX,1,100,2.380
1671015056.383945,69414.000,9526,2,GX,1,100,0.427
1671015056.423518,69452.333,9543,3,GX,1,100,1.801
1671015056.463091,69490.667,9543,3,GX,1,100,3.113
1671015056.502664,69529.000,9543,3,GX,1,100,4.333
1671015056.542408,69567.500,9560,2,GX,1,100,1.984
1671015056.582154,69606.000,9560,2,GX,1,100,2.319
1671015056.621727,69644.333,9580,3,GX,1,100,3.265
1671015056.661299,69682.667,9580,3,GX,1,100,4.425
1671015056.700872,69721.000,9580,3,GX,1,100,3.296
1671015056.741477,69760.333,9596,3,GX,1,100,3.021
1671015056.782083,69799.667,9596,3,GX,1,100,3.387
1671015056.822688,69839.000,9596,3,GX,1,100,4.089
1671015056.862949,69878.000,9611,2,GX,1,100,5.432
1671015056.903210,69917.000,9611,2,GX,1,100,1.495
1671015056.943127,69955.667,9628,3,GX,1,100,0.854
1671015056.983044,69994.333,9628,3,GX,1,100,-0.397
1671015057.022961,70033.000,9628,3,GX,1,100,0.122
1671015057.062706,70071.500,9650,2,GX,1,100,1.068
1671015057.102451,70110.000,9650,2,GX,1,100,4.608
1671015057.142368,70148.667,9666,3,GX,1,100,6.256
1671015057.182286,70187.333,9666,3,GX,1,100,4.425
1671015057.222203,70226.000,9666,3,GX,1,100,8.057
1671015057.265561,70268.000,9684,4,GX,1,100,4.517
1671015057.308919,70310.000,9684,4,GX,1,100,1.709
1671015057.352277,70352.000,9684,4,GX,1,100,1.038
1671015057.395635,70394.000,9684,4,GX,1,100,0.275
1671015057.434864,70432.000,9700,3,GX,1,100,6.348
1671015057.474093,70470.000,9700,3,GX,1,100,68.359
1671015057.513321,70508.000,9700,3,GX,1,100,97.473
1671015057.554615,70548.000,9719,2,GX,1,100,-24.994
1671015057.595908,70588.000,9719,2,GX,1,100,-31.525
1671015057.635911,70626.750,9744,4,GX,1,100,4.578
1671015057.675915,70665.500,9744,4,GX,1,100,-2.686
1671015057.715918,70704.250,9744,4,GX,1,100,-10.712
1671015057.755921,70743.000,9744,4,GX,1,100,-12.115
1671015057.796182,70782.000,9759,2,GX,1,100,-13.824
1671015057.836443,70821.000,9759,2,GX,1,100,-6.531
1671015057.876360,70859.667,9775,3,GX,1,100,-3.876
1671015057.916277,70898.333,9775,3,GX,1,100,-1.343
1671015057.956194,70937.000,9775,3,GX,1,100,-0.031
1671015057.995767,70975.333,9793,3,GX,1,100,-8.148
1671015058.035340,71013.667,9793,3,GX,1,100,-8.789
1671015058.074913,71052.000,9793,3,GX,1,100,-6.500
1671015058.114142,71090.000,9814,2,GX,1,100,-6.927
1671015058.153370,71128.000,9814,2,GX,1,100,-7.324
1671015058.194320,71167.667,9831,3,GX,1,100,-5.829
1671015058.235269,71207.333,9831,3,GX,1,100,-5.768
1671015058.276219,71247.000,9831,3,GX,1,100,1.709
1671015058.315964,71285.500,9846,2,GX,1,100,-14.130
1671015058.355709,71324.000,9846,2,GX,1,100,-13.855
1671015058.400099,71367.000,9863,3,GX,1,100,2.563
1671015058.444489,71410.000,9863,3,GX,1,100,-10.498
1671015058.488880,71453.000,9863,3,GX,1,100,-1.160
1671015058.528625,71491.500,9879,2,GX,1,100,21.179
1671015058.568370,71530.000,9879,2,GX,1,100,-25.726
1671015058.607943,71568.333,9900,3,GX,1,100,-17.975
1671015058.647516,71606.667,9900,3,GX,1,100,12.421
1671015058.687089,71645.000,9900,3,GX,1,100,8.423
1671015058.726317,71683.000,9915,2,GX,1,100,1.129
1671015058.765546,71721.000,9915,2,GX,1,100,23.468
1671015058.805463,71759.667,9931,3,GX,1,100,-27.863
1671015058.845380,71798.333,9931,3,GX,1,100,2.777
1671015058.885298,71837.000,9931,3,GX,1,100,-11.047
1671015058.925903,71876.333,9948,3,GX,1,100,-63.049
1671015058.966508,71915.667,9948,3,GX,1,100,-18.677
1671015059.007113,71955.000,9948,3,GX,1,100,8.636
1671015059.047890,71994.500,9967,2,GX,1,100,-20.233
1671015059.088668,72034.000,9967,2,GX,1,100,16.571
1671015059.128929,72073.000,9988,3,GX,1,100,9.277
1671015059.169190,72112.000,9988,3,GX,1,100,17.273
1671015059.209451,72151.000,9988,3,GX,1,100,11.963
1671015059.249196,72189.500,10003,2,GX,1,100,7.324
1671015059.288941,72228.000,10003,2,GX,1,100,20.508
1671015059.328858,72266.667,10022,3,GX,1,100,16.479
1671015059.368775,72305.333,10022,3,GX,1,100,7.019
1671015059.408692,72344.000,10022,3,GX,1,100,24.017
1671015059.448265,72382.333,10039,3,GX,1,100,26.459
1671015059.487838,72420.667,10039,3,GX,1,100,52.063
1671015059.527411,72459.000,10039,3,GX,1,100,-7.233
1671015059.573350,72503.500,10055,2,GX,1,100,35.004
1671015059.619289,72548.000,10055,2,GX,1,100,40.558
1671015059.659550,72587.000,10076,3,GX,1,100,-13.580
1671015059.699811,72626.000,10076,3,GX,1,100,5.402
1671015059.740072,72665.000,10076,3,GX,1,100,19.867
1671015059.779818,72703.500,10090,2,GX,1,100,-2.808
1671015059.819562,72742.000,10090,2,GX,1,100,16.998
1671015059.860168,72781.333,10107,3,GX,1,100,15.747
1671015059.900773,72820.667,10107,3,GX,1,100,-2.869
1671015059.941378,72860.000,10107,3,GX,1,100,6.897
1671015059.981123,72898.500,10124,2,GX,1,100,17.456
1671015060.020868,72937.000,10124,2,GX,1,100,13.092
1671015060.061129,72976.000,10146,3,GX,1,100,6.866
1671015060.101390,73015.000,10146,3,GX,1,100,9.521
1671015060.141652,73054.000,10146,3,GX,1,100,8.911
1671015060.180880,73092.000,10160,3,GX,1,100,-0.122
1671015060.220109,73130.000,10160,3,GX,1,100,10.895
1671015060.259338,73168.000,10160,3,GX,1,100,-12.329
1671015060.299083,73206.500,10178,2,GX,1,100,-10.193
1671015060.338828,73245.000,10178,2,GX,1,100,7.904
1671015060.379089,73284.000,10194,3,GX,1,100,5.219
1671015060.419350,73323.000,10194,3,GX,1,100,17.242
1671015060.459611,73362.000,10194,3,GX,1,100,19.562
1671015060.500905,73402.000,10211,2,GX,1,100,17.059
1671015060.542198,73442.000,10211,2,GX,1,100,-26.917
1671015060.582115,73480.667,10228,3,GX,1,100,-14.771
1671015060.622032,73519.333,10228,3,GX,1,100,18.707
1671015060.661949,73558.000,10228,3,GX,1,100,14.435
1671015060.709437,73604.000,10246,2,GX,1,100,9.277
1671015060.756924,73650.000,10246,2,GX,1,100,4.700
1671015060.796841,73688.667,10262,3,GX,1,100,17.151
1671015060.836759,73727.333,10262,3,GX,1,100,6.500
1671015060.876676,73766.000,10262,3,GX,1,100,2.472
1671015060.916593,73804.667,10279,3,GX,1,100,2.808
1671015060.956510,73843.333,10279,3,GX,1,100,-9.827
1671015060.996427,73882.000,10279,3,GX,1,100,-5.310
1671015061.036172,73920.500,10298,2,GX,1,100,2.594
1671015061.075917,73959.000,10298,2,GX,1,100,2.594
1671015061.115834,73997.667,10317,3,GX,1,100,-10.162
1671015061.155751,74036.333,10317,3,GX,1,100,-20.599
1671015061.195668,74075.000,10317,3,GX,1,100,13.885
1671015061.235929,74114.000,10332,2,GX,1,100,8.698
1671015061.276190,74153.000,10332,2,GX,1,100,-33.234
1671015061.316795,74192.333,10350,3,GX,1,100,21.545
1671015061.357400,74231.667,10350,3,GX,1,100,19.745
1671015061.398006,74271.000,10350,3,GX,1,100,16.235
1671015061.437923,74309.667,10366,3,GX,1,100,13.702
1671015061.477840,74348.333,10366,3,GX,1,100,1.068
1671015061.517757,74387.000,10366,3,GX,1,100,-8.453
1671015061.558018,74426.000,10383,2,GX,1,100,7.385
1671015061.598279,74465.000,10383,2,GX,1,100,7.965
1671015061.637508,74503.000,10401,3,GX,1,100,-13.672
1671015061.676737,74541.000,10401,3,GX,1,100,-33.508
1671015061.715966,74579.000,10401,3,GX,1,100,1.556
1671015061.755711,74617.500,10418,2,GX,1,100,7.355
1671015061.795455,74656.000,10418,2,GX,1,100,-23.132
1671015061.839846,74699.000,10436,3,GX,1,100,25.787
1671015061.884237,74742.000,10436,3,GX,1,100,45.959
1671015061.928627,74785.000,10436,3,GX,1,100,28.229
1671015061.968888,74824.000,10454,2,GX,1,100,-3.693
1671015062.009149,74863.000,10454,2,GX,1,100,-8.423
1671015062.048722,74901.333,10471,3,GX,1,100,0.885
1671015062.088295,74939.667,10471,3,GX,1,100,-0.885
1671015062.127868,74978.000,10471,3,GX,1,100,-0.244
1671015062.167441,75016.333,10491,3,GX,1,100,-3.143
1671015062.207014,75054.667,10491,3,GX,1,100,-20.752
1671015062.246587,75093.000,10491,3,GX,1,100,-12.268
1671015062.286160,75131.333,10507,3,GX,1,100,19.012
1671015062.325733,75169.667,10507,3,GX,1,100,4.608
1671015062.365306,75208.000,10507,3,GX,1,100,-17.426
1671015062.405051,75246.500,10524,2,GX,1,100,9.277
1671015062.444796,75285.000,10524,2,GX,1,100,26.123
1671015062.484368,75323.333,10540,3,GX,1,100,5.341
1671015062.523941,75361.667,10540,3,GX,1,100,-7.050
1671015062.563514,75400.000,10540,3,GX,1,100,-7.172
1671015062.603431,75438.667,10561,3,GX,1,100,2.808
1671015062.643348,75477.333,10561,3,GX,1,100,2.777
1671015062.683265,75516.000,10561,3,GX,1,100,-18.982
1671015062.724559,75556.000,10575,2,GX,1,100,-11.505
1671015062.765852,75596.000,10575,2,GX,1,100,22.919
1671015062.806113,75635.000,10592,3,GX,1,100,12.238
1671015062.846375,75674.000,10592,3,GX,1,100,-12.115
1671015062.886636,75713.000,10592,3,GX,1,100,-1.343
1671015062.933607,75758.500,10613,2,GX,1,100,12.207
1671015062.980578,75804.000,10613,2,GX,1,100,4.883
1671015063.019463,75841.667,10633,3,GX,1,100,-4.791
1671015063.058348,75879.333,10633,3,GX,1,100,-7.996
1671015063.097233,75917.000,10633,3,GX,1,100,-1.587
1671015063.137494,75956.000,10653,2,GX,1,100,2.533
1671015063.177755,75995.000,10653,2,GX,1,100,-14.191
1671015063.217672,76033.667,10669,3,GX,1,100,12.451
1671015063.257589,76072.333,10669,3,GX,1,100,42.053
1671015063.297506,76111.000,10669,3,GX,1,100,-14.374
1671015063.337423,76149.667,10686,3,GX,1,100,-1.038
1671015063.377340,76188.333,10686,3,GX,1,100,7.385
1671015063.417257,76227.000,10686,3,GX,1,100,-7.141
1671015063.457002,76265.500,10703,2,GX,1,100,-1.404
1671015063.496747,76304.000,10703,2,GX,1,100,-3.845
1671015063.536664,76342.667,10719,3,GX,1,100,-17.670
1671015063.576581,76381.333,10719,3,GX,1,100,-1.526
1671015063.616498,76420.000,10719,3,GX,1,100,-2.197
1671015063.656071,76458.333,10738,3,GX,1,100,-13.947
1671015063.695644,76496.667,10738,3,GX,1,100,1.068
1671015063.735217,76535.000,10738,3,GX,1,100,-0.244
1671015063.774962,76573.500,10754,2,GX,1,100,-4.486
1671015063.814707,76612.000,10754,2,GX,1,100,1.160
1671015063.854624,76650.667,10771,3,GX,1,100,-1.831
1671015063.894541,76689.333,10771,3,GX,1,100,-5.219
1671015063.934458,76728.000,10771,3,GX,1,100,-1.953
1671015063.974375,76766.667,10788,3,GX,1,100,1.984
1671015064.014292,76805.333,10788,3,GX,1,100,-0.519
1671015064.054209,76844.000,10788,3,GX,1,100,-2.838
1671015064.100148,76888.500,10808,2,GX,1,100,-4.272
1671015064.146087,76933.000,10808,2,GX,1,100,-2.869
1671015064.186348,76972.000,10825,3,GX,1,100,0.427
1671015064.226609,77011.000,10825,3,GX,1,100,-1.862
1671015064.266870,77050.000,10825,3,GX,1,100,0.031
1671015064.306615,77088.500,10842,2,GX,1,100,0.122
1671015064.346360,77127.000,10842,2,GX,1,100,-1.526
1671015064.386277,77165.667,10858,3,GX,1,100,0.122
1671015064.426194,77204.333,10858,3,GX,1,100,0.305
1671015064.466111,77243.000,10858,3,GX,1,100,-0.305
1671015064.505340,77281.000,10875,3,GX,1,100,-0.580
1671015064.544569,77319.000,10875,3,GX,1,100,-2.045
1671015064.583798,77357.000,10875,3,GX,1,100,1.465
1671015064.624059,77396.000,10894,2,GX,1,100,9.796
1671015064.664320,77435.000,10894,2,GX,1,100,11.780
1671015064.704237,77473.667,10912,3,GX,1,100,1.251
1671015064.744154,77512.333,10912,3,GX,1,100,-5.066
1671015064.784071,77551.000,10912,3,GX,1,100,-2.747
1671015064.823816,77589.500,10928,2,GX,1,100,-2.747
1671015064.863561,77628.000,10928,2,GX,1,100,0.397
1671015064.903478,77666.667,10946,3,GX,1,100,-2.563
1671015064.943395,77705.333,10946,3,GX,1,100,-0.153
1671015064.983312,77744.000,10946,3,GX,1,100,1.312
1671015065.023229,77782.667,10964,3,GX,1,100,-1.373
1671015065.063146,77821.333,10964,3,GX,1,100,-1.953
1671015065.103063,77860.000,10964,3,GX,1,100,0.305
1671015065.142292,77898.000,10984,2,GX,1,100,-0.732
1671015065.181521,77936.000,10984,2,GX,1,100,-2.045
1671015065.229008,77982.000,10998,2,GX,1,100,-1.282
1671015065.276496,78028.000,10998,2,GX,1,100,1.099
1671015065.316413,78066.667,11016,3,GX,1,100,-0.580
1671015065.356330,78105.333,11016,3,GX,1,100,0.671
1671015065.396247,78144.000,11016,3,GX,1,100,-0.092
1671015065.436164,78182.667,11032,3,GX,1,100,0.336
1671015065.476081,78221.333,11032,3,GX,1,100,0.824
1671015065.515998,78260.000,11032,3,GX,1,100,-0.244
1671015065.555915,78298.667,11052,3,GX,1,100,-0.031
1671015065.595832,78337.333,11052,3,GX,1,100,0.214
1671015065.635749,78376.000,11052,3,GX,1,100,0.122
1671015065.675666,78414.667,11069,3,GX,1,100,-0.488
1671015065.715583,78453.333,11069,3,GX,1,100,-0.427
1671015065.755500,78492.000,11069,3,GX,1,100,-1.007
1671015065.795762,78531.000,11084,2,GX,1,100,-3.235
1671015065.836023,78570.000,11084,2,GX,1,100,-2.106
1671015065.875940,78608.667,11100,3,GX,1,100,0.549
1671015065.915857,78647.333,11100,3,GX,1,100,0.580
1671015065.955774,78686.000,11100,3,GX,1,100,0.732
1671015065.994486,78723.500,11120,2,GX,1,100,0.458
1671015066.033199,78761.000,11120,2,GX,1,100,1.587
1671015066.073116,78799.667,11136,3,GX,1,100,0.275
1671015066.113033,78838.333,11136,3,GX,1,100,0.671
1671015066.152950,78877.000,11136,3,GX,1,100,-0.061
1671015066.192867,78915.667,11156,3,GX,1,100,0.305
1671015066.232784,78954.333,11156,3,GX,1,100,0.519
1671015066.272701,78993.000,11156,3,GX,1,100,0.580
1671015066.319673,79038.500,11171,2,GX,1,100,0.977
1671015066.366644,79084.000,11171,2,GX,1,100,-0.824
1671015066.406217,79122.333,11188,3,GX,1,100,0.122
1671015066.445790,79160.667,11188,3,GX,1,100,0.153
1671015066.485363,79199.000,11188,3,GX,1,100,-0.366
1671015066.525108,79237.500,11204,2,GX,1,100,-0.244
1671015066.564853,79276.000,11204,2,GX,1,100,-0.122
1671015066.604425,79314.333,11225,3,GX,1,100,-0.214
1671015066.643998,79352.667,11225,3,GX,1,100,0.214
1671015066.683571,79391.000,11225,3,GX,1,100,0.275
1671015066.724177,79430.333,11241,3,GX,1,100,-0.732
1671015066.764782,79469.667,11241,3,GX,1,100,-0.153
1671015066.805387,79509.000,11241,3,GX,1,100,0.519
1671015066.845648,79548.000,11256,2,GX,1,100,0.275
1671015066.885909,79587.000,11256,2,GX,1,100,0.183
1671015066.925827,79625.667,11273,3,GX,1,100,-0.275
1671015066.965744,79664.333,11273,3,GX,1,100,-0.061
1671015067.005661,79703.000,11273,3,GX,1,100,0.641
1671015067.045406,79741.500,11292,2,GX,1,100,-0.336
1671015067.085150,79780.000,11292,2,GX,1,100,-0.336
1671015067.125067,79818.667,11311,3,GX,1,100,-0.244
1671015067.164984,79857.333,11311,3,GX,1,100,-0.946
1671015067.204902,79896.000,11311,3,GX,1,100,-0.275
1671015067.245163,79935.000,11326,2,GX,1,100,-0.183
1671015067.285424,79974.000,11326,2,GX,1,100,-0.275
1671015067.325341,80012.667,11343,3,GX,1,100,-0.214
1671015067.365258,80051.333,11343,3,GX,1,100,-0.305
1671015067.405175,80090.000,11343,3,GX,1,100,-0.336
1671015067.450598,80134.000,11360,2,GX,1,100,0.946
1671015067.496021,80178.000,11360,2,GX,1,100,-0.366
1671015067.536970,80217.667,11376,3,GX,1,100,0.214
1671015067.577919,80257.333,11376,3,GX,1,100,-0.641
1671015067.618869,80297.000,11376,3,GX,1,100,0.275
1671015067.658786,80335.667,11397,3,GX,1,100,0.488
1671015067.698703,80374.333,11397,3,GX,1,100,0.275
1671015067.738620,80413.000,11397,3,GX,1,100,0.305
1671015067.778881,80452.000,11411,2,GX,1,100,-0.275
1671015067.819142,80491.000,11411,2,GX,1,100,0.092
1671015067.859059,80529.667,11428,3,GX,1,100,0.244
1671015067.898976,80568.333,11428,3,GX,1,100,-0.488
1671015067.938893,80607.000,11428,3,GX,1,100,-0.458
1671015067.978638,80645.500,11445,2,GX,1,100,-0.641
1671015068.018383,80684.000,11445,2,GX,1,100,0.336
1671015068.057956,80722.333,11466,3,GX,1,100,0.244
1671015068.097529,80760.667,11466,3,GX,1,100,-0.092
1671015068.137102,80799.000,11466,3,GX,1,100,-0.275
1671015068.178051,80838.667,11490,3,GX,1,100,-0.153
1671015068.219001,80878.333,11490,3,GX,1,100,0.366
1671015068.259950,80918.000,11490,3,GX,1,100,-0.610
1671015068.299695,80956.500,11506,2,GX,1,100,0.214
1671015068.339440,80995.000,11506,2,GX,1,100,0.061
1671015068.379357,81033.667,11522,3,GX,1,100,0.092
1671015068.419274,81072.333,11522,3,GX,1,100,-0.336
1671015068.459191,81111.000,11522,3,GX,1,100,0.214
1671015068.498936,81149.500,11539,2,GX,1,100,0.336
1671015068.538681,81188.000,11539,2,GX,1,100,-0.641
1671015068.582727,81230.667,11561,3,GX,1,100,-0.061
1671015068.626774,81273.333,11561,3,GX,1,100,-0.183
1671015068.670820,81316.000,11561,3,GX,1,100,0.275
1671015068.710049,81354.000,11577,2,GX,1,100,0.183
1671015068.749278,81392.000,11577,2,GX,1,100,-0.275
1671015068.789195,81430.667,11592,3,GX,1,100,0.275
1671015068.829112,81469.333,11592,3,GX,1,100,0.305
1671015068.869029,81508.000,11592,3,GX,1,100,0.000
1671015068.908946,81546.667,11610,3,GX,1,100,0.580
1671015068.948863,81585.333,11610,3,GX,1,100,0.671
1671015068.988780,81624.000,11610,3,GX,1,100,-0.153
1671015069.029557,81663.500,11628,2,GX,1,100,0.610
1671015069.070335,81703.000,11628,2,GX,1,100,0.458
1671015069.110596,81742.000,11650,3,GX,1,100,0.610
1671015069.150857,81781.000,11650,3,GX,1,100,0.824
1671015069.191118,81820.000,11650,3,GX,1,100,0.854
1671015069.231035,81858.667,11669,3,GX,1,100,1.190
1671015069.270952,81897.333,11669,3,GX,1,100,0.427
1671015069.310869,81936.000,11669,3,GX,1,100,0.610
1671015069.350786,81974.667,11684,3,GX,1,100,1.160
1671015069.390703,82013.333,11684,3,GX,1,100,1.343
1671015069.430620,82052.000,11684,3,GX,1,100,0.793
1671015069.469849,82090.000,11700,2,GX,1,100,1.282
1671015069.509078,82128.000,11700,2,GX,1,100,1.312
1671015069.549339,82167.000,11717,3,GX,1,100,0.977
1671015069.589600,82206.000,11717,3,GX,1,100,3.296
1671015069.629861,82245.000,11717,3,GX,1,100,8.667
1671015069.677349,82291.000,11737,2,GX,1,100,8.698
1671015069.724836,82337.000,11737,2,GX,1,100,6.439
1671015069.765097,82376.000,11752,3,GX,1,100,4.822
1671015069.805359,82415.000,11752,3,GX,1,100,2.716
1671015069.845620,82454.000,11752,3,GX,1,100,6.348
1671015069.885881,82493.000,11768,2,GX,1,100,6.927
1671015069.926142,82532.000,11768,2,GX,1,100,7.263
1671015069.966059,82570.667,11786,3,GX,1,100,15.533
1671015070.005976,82609.333,11786,3,GX,1,100,12.909
1671015070.045893,82648.000,11786,3,GX,1,100,12.726
1671015070.085466,82686.333,11807,3,GX,1,100,7.294
1671015070.125039,82724.667,11807,3,GX,1,100,0.763
1671015070.164612,82763.000,11807,3,GX,1,100,1.831
1671015070.204357,82801.500,11824,2,GX,1,100,1.068
1671015070.244102,82840.000,11824,2,GX,1,100,1.495
1671015070.284019,82878.667,11839,3,GX,1,100,2.045
1671015070.323936,82917.333,11839,3,GX,1,100,-3.632
1671015070.363853,82956.000,11839,3,GX,1,100,-5.981
1671015070.404114,82995.000,11856,2,GX,1,100,-10.834
1671015070.444375,83034.000,11856,2,GX,1,100,-31.647
1671015070.484980,83073.333,11872,3,GX,1,100,-31.372
1671015070.525586,83112.667,11872,3,GX,1,100,-13.336
1671015070.566191,83152.000,11872,3,GX,1,100,-25.848
1671015070.606108,83190.667,11893,3,GX,1,100,-16.815
1671015070.646025,83229.333,11893,3,GX,1,100,6.714
1671015070.685942,83268.000,11893,3,GX,1,100,3.876
1671015070.726203,83307.000,11908,2,GX,1,100,17.883
1671015070.766464,83346.000,11908,2,GX,1,100,47.119
1671015070.812403,83390.500,11924,2,GX,1,100,45.715
1671015070.858342,83435.000,11924,2,GX,1,100,46.112
1671015070.898259,83473.667,11941,3,GX,1,100,55.145
1671015070.938176,83512.333,11941,3,GX,1,100,28.259
1671015070.978093,83551.000,11941,3,GX,1,100,14.984
1671015071.017666,83589.333,11960,3,GX,1,100,18.829
1671015071.057239,83627.667,11960,3,GX,1,100,7.416
1671015071.096812,83666.000,11960,3,GX,1,100,5.188
1671015071.137073,83705.000,11979,2,GX,1,100,-3.998
1671015071.177335,83744.000,11979,2,GX,1,100,-6.927
1671015071.217940,83783.333,11996,3,GX,1,100,2.106
1671015071.258545,83822.667,11996,3,GX,1,100,-0.366
1671015071.299150,83862.000,11996,3,GX,1,100,2.991
1671015071.339411,83901.000,12013,2,GX,1,100,-1.801
1671015071.379673,83940.000,12013,2,GX,1,100,-7.141
1671015071.419590,83978.667,12030,3,GX,1,100,3.754
1671015071.459507,84017.333,12030,3,GX,1,100,3.876
1671015071.499424,84056.000,12030,3,GX,1,100,0.610
1671015071.538996,84094.333,12046,3,GX,1,100,-2.258
1671015071.578569,84132.667,12046,3,GX,1,100,-10.101
1671015071.618142,84171.000,12046,3,GX,1,100,0.458
1671015071.657887,84209.500,12068,2,GX,1,100,-1.007
1671015071.697632,84248.000,12068,2,GX,1,100,0.458
1671015071.737549,84286.667,12083,3,GX,1,100,0.854
1671015071.777466,84325.333,12083,3,GX,1,100,-2.808
1671015071.817384,84364.000,12083,3,GX,1,100,-3.296
1671015071.857645,84403.000,12100,2,GX,1,100,-5.920
1671015071.897906,84442.000,12100,2,GX,1,100,-2.441
1671015071.942296,84485.000,12117,3,GX,1,100,-1.190
1671015071.986687,84528.000,12117,3,GX,1,100,-1.984
1671015072.031077,84571.000,12117,3,GX,1,100,0.183
1671015072.071338,84610.000,12136,2,GX,1,100,-3.296
1671015072.111599,84649.000,12136,2,GX,1,100,-2.045
1671015072.151516,84687.667,12153,3,GX,1,100,-2.136
1671015072.191434,84726.333,12153,3,GX,1,100,-3.571
1671015072.231351,84765.000,12153,3,GX,1,100,-0.702
1671015072.271268,84803.667,12171,3,GX,1,100,-0.366
1671015072.311185,84842.333,12171,3,GX,1,100,-1.312
1671015072.351102,84881.000,12171,3,GX,1,100,-0.305
1671015072.390847,84919.500,12187,2,GX,1,100,-0.275
1671015072.430592,84958.000,12187,2,GX,1,100,0.092
1671015072.470165,84996.333,12204,3,GX,1,100,0.092
1671015072.509737,85034.667,12204,3,GX,1,100,0.092
1671015072.549310,85073.000,12204,3,GX,1,100,-1.007
1671015072.589227,85111.667,12226,3,GX,1,100,-2.838
1671015072.629144,85150.333,12226,3,GX,1,100,-1.831
1671015072.669061,85189.000,12226,3,GX,1,100,-2.777
1671015072.710355,85229.000,12241,2,GX,1,100,-5.463
1671015072.751648,85269.000,12241,2,GX,1,100,-3.815
1671015072.791910,85308.000,12257,3,GX,1,100,-2.197
1671015072.832171,85347.000,12257,3,GX,1,100,0.061
1671015072.872432,85386.000,12257,3,GX,1,100,-2.167
1671015072.912349,85424.667,12274,3,GX,1,100,-3.571
1671015072.952266,85463.333,12274,3,GX,1,100,-4.883
1671015072.992183,85502.000,12274,3,GX,1,100,-4.456
1671015073.037606,85546.000,12293,2,GX,1,100,-2.533
1671015073.083029,85590.000,12293,2,GX,1,100,-3.143
1671015073.122946,85628.667,12315,3,GX,1,100,-0.458
1671015073.162863,85667.333,12315,3,GX,1,100,1.678
1671015073.202780,85706.000,12315,3,GX,1,100,0.336
1671015073.243041,85745.000,12329,2,GX,1,100,-0.671
