LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
637287.667827,637287.667806,1673971784.471374,3498570.000,48002,2,PG,1,100,816
637287.707043,637287.707022,1673971784.510589,3498608.000,48002,2,PG,1,100,823
637287.746947,637287.746926,1673971784.550492,3498646.667,48020,3,PG,1,100,819
637287.786851,637287.786830,1673971784.590395,3498685.333,48020,3,PG,1,100,815
637287.826756,637287.826735,1673971784.630299,3498724.000,48020,3,PG,1,100,814
637287.867004,637287.866983,1673971784.670546,3498763.000,48036,3,PG,1,100,818
637287.907252,637287.907231,1673971784.710793,3498802.000,48036,3,PG,1,100,810
637287.947501,637287.947480,1673971784.751040,3498841.000,48036,3,PG,1,100,825
637287.987749,637287.987728,1673971784.791287,3498880.000,48053,2,PG,1,100,812
637288.027997,637288.027976,1673971784.831534,3498919.000,48053,2,PG,1,100,816
637288.067987,637288.067966,1673971784.871524,3498957.750,48069,4,PG,1,100,819
637288.107978,637288.107957,1673971784.911513,3498996.500,48069,4,PG,1,100,818
637288.147968,637288.147947,1673971784.951502,3499035.250,48069,4,PG,1,100,812
637288.187958,637288.187937,1673971784.991491,3499074.000,48069,4,PG,1,100,808
637288.226659,637288.226638,1673971785.030190,3499111.500,48091,2,PG,1,100,831
637288.265359,637288.265338,1673971785.068889,3499149.000,48091,2,PG,1,100,816
637288.305263,637288.305242,1673971785.108793,3499187.667,48105,3,PG,1,100,824
637288.345167,637288.345146,1673971785.148696,3499226.333,48105,3,PG,1,100,814
637288.385072,637288.385051,1673971785.188599,3499265.000,48105,3,PG,1,100,822
637288.429964,637288.429943,1673971785.233490,3499308.500,48123,2,PG,1,100,819
637288.474856,637288.474835,1673971785.278381,3499352.000,48123,2,PG,1,100,814
637288.514761,637288.514740,1673971785.318284,3499390.667,48139,3,PG,1,100,816
637288.554665,637288.554644,1673971785.358187,3499429.333,48139,3,PG,1,100,819
637288.594569,637288.594548,1673971785.398090,3499468.000,48139,3,PG,1,100,818
637288.635334,637288.635313,1673971785.438854,3499507.500,48159,2,PG,1,100,808
637288.676098,637288.676077,1673971785.479617,3499547.000,48159,2,PG,1,100,830
637288.717034,637288.717013,1673971785.520552,3499586.667,48175,3,PG,1,100,814
637288.757970,637288.757949,1673971785.561487,3499626.333,48175,3,PG,1,100,820
637288.798907,637288.798886,1673971785.602422,3499666.000,48175,3,PG,1,100,818
637288.838811,637288.838790,1673971785.642325,3499704.667,48191,3,PG,1,100,820
637288.878715,637288.878694,1673971785.682228,3499743.333,48191,3,PG,1,100,822
637288.918620,637288.918599,1673971785.722131,3499782.000,48191,3,PG,1,100,814
637288.958868,637288.958847,1673971785.762379,3499821.000,48207,2,PG,1,100,810
637288.999116,637288.999095,1673971785.802626,3499860.000,48207,2,PG,1,100,810
637289.038676,637289.038655,1673971785.842185,3499898.333,48225,3,PG,1,100,817
637289.078237,637289.078216,1673971785.881744,3499936.667,48225,3,PG,1,100,820
637289.117797,637289.117776,1673971785.921303,3499975.000,48225,3,PG,1,100,824
637289.157701,637289.157680,1673971785.961206,3500013.667,48246,3,PG,1,100,820
637289.197606,637289.197585,1673971786.001110,3500052.333,48246,3,PG,1,100,814
637289.237510,637289.237489,1673971786.041013,3500091.000,48246,3,PG,1,100,813
637289.277242,637289.277221,1673971786.080744,3500129.500,48261,2,PG,1,100,812
637289.316974,637289.316953,1673971786.120475,3500168.000,48261,2,PG,1,100,818
637289.356879,637289.356858,1673971786.160378,3500206.667,48277,3,PG,1,100,835
637289.396783,637289.396762,1673971786.200281,3500245.333,48277,3,PG,1,100,816
637289.436687,637289.436666,1673971786.240185,3500284.000,48277,3,PG,1,100,825
637289.476936,637289.476915,1673971786.280432,3500323.000,48295,2,PG,1,100,818
637289.517184,637289.517163,1673971786.320679,3500362.000,48295,2,PG,1,100,814
637289.557088,637289.557067,1673971786.360582,3500400.667,48311,3,PG,1,100,815
637289.596992,637289.596971,1673971786.400485,3500439.333,48311,3,PG,1,100,819
637289.636897,637289.636876,1673971786.440388,3500478.000,48311,3,PG,1,100,814
637289.675769,637289.675748,1673971786.479259,3500515.667,48331,3,PG,1,100,810
637289.714641,637289.714620,1673971786.518131,3500553.333,48331,3,PG,1,100,832
637289.753514,637289.753493,1673971786.557002,3500591.000,48331,3,PG,1,100,816
637289.793504,637289.793483,1673971786.596991,3500629.750,48351,4,PG,1,100,818
637289.833494,637289.833473,1673971786.636980,3500668.500,48351,4,PG,1,100,814
637289.873484,637289.873463,1673971786.676969,3500707.250,48351,4,PG,1,100,822
637289.913475,637289.913454,1673971786.716959,3500746.000,48351,4,PG,1,100,818
637289.953207,637289.953186,1673971786.756690,3500784.500,48368,2,PG,1,100,821
637289.992939,637289.992918,1673971786.796421,3500823.000,48368,2,PG,1,100,815
637290.032844,637290.032823,1673971786.836324,3500861.667,48383,3,PG,1,100,809
637290.072748,637290.072727,1673971786.876227,3500900.333,48383,3,PG,1,100,812
637290.112652,637290.112631,1673971786.916130,3500939.000,48383,3,PG,1,100,820
637290.152556,637290.152535,1673971786.956033,3500977.667,48405,3,PG,1,100,818
637290.192461,637290.192440,1673971786.995936,3501016.333,48405,3,PG,1,100,820
637290.232365,637290.232344,1673971787.035840,3501055.000,48405,3,PG,1,100,821
637290.278805,637290.278784,1673971787.082279,3501100.000,48421,2,PG,1,100,813
637290.325246,637290.325225,1673971787.128718,3501145.000,48421,2,PG,1,100,816
637290.364978,637290.364957,1673971787.168449,3501183.500,48439,4,PG,1,100,814
637290.404710,637290.404689,1673971787.208180,3501222.000,48439,4,PG,1,100,821
637290.444443,637290.444422,1673971787.247911,3501260.500,48439,4,PG,1,100,821
637290.484175,637290.484154,1673971787.287642,3501299.000,48439,4,PG,1,100,819
637290.523907,637290.523886,1673971787.327374,3501337.500,48455,2,PG,1,100,818
637290.563639,637290.563618,1673971787.367105,3501376.000,48455,2,PG,1,100,823
637290.603544,637290.603523,1673971787.407008,3501414.667,48472,3,PG,1,100,817
637290.643448,637290.643427,1673971787.446911,3501453.333,48472,3,PG,1,100,817
637290.683352,637290.683331,1673971787.486814,3501492.000,48472,3,PG,1,100,816
637290.722569,637290.722548,1673971787.526029,3501530.000,48490,2,PG,1,100,820
637290.761785,637290.761764,1673971787.565244,3501568.000,48490,2,PG,1,100,818
637290.801689,637290.801668,1673971787.605148,3501606.667,48507,3,PG,1,100,811
637290.841593,637290.841572,1673971787.645051,3501645.333,48507,3,PG,1,100,832
637290.881498,637290.881477,1673971787.684954,3501684.000,48507,3,PG,1,100,812
637290.921402,637290.921381,1673971787.724857,3501722.667,48523,3,PG,1,100,818
637290.961306,637290.961285,1673971787.764760,3501761.333,48523,3,PG,1,100,812
637291.001211,637291.001190,1673971787.804663,3501800.000,48523,3,PG,1,100,825
637291.041459,637291.041438,1673971787.844910,3501839.000,48541,2,PG,1,100,812
637291.081707,637291.081686,1673971787.885158,3501878.000,48541,2,PG,1,100,812
637291.120923,637291.120902,1673971787.924373,3501916.000,48562,3,PG,1,100,819
637291.160140,637291.160119,1673971787.963588,3501954.000,48562,3,PG,1,100,813
637291.199356,637291.199335,1673971788.002803,3501992.000,48562,3,PG,1,100,820
637291.239088,637291.239067,1673971788.042534,3502030.500,48577,2,PG,1,100,825
637291.278821,637291.278800,1673971788.082265,3502069.000,48577,2,PG,1,100,816
637291.319069,637291.319048,1673971788.122513,3502108.000,48593,3,PG,1,100,811
637291.359317,637291.359296,1673971788.162760,3502147.000,48593,3,PG,1,100,815
637291.399565,637291.399544,1673971788.203007,3502186.000,48593,3,PG,1,100,820
637291.439470,637291.439449,1673971788.242910,3502224.667,48611,3,PG,1,100,817
637291.479374,637291.479353,1673971788.282813,3502263.333,48611,3,PG,1,100,809
637291.519278,637291.519257,1673971788.322716,3502302.000,48611,3,PG,1,100,827
637291.559527,637291.559506,1673971788.362963,3502341.000,48627,2,PG,1,100,814
637291.599775,637291.599754,1673971788.403211,3502380.000,48627,2,PG,1,100,817
637291.639679,637291.639658,1673971788.443114,3502418.667,48645,3,PG,1,100,813
637291.679584,637291.679562,1673971788.483017,3502457.333,48645,3,PG,1,100,819
637291.719488,637291.719467,1673971788.522920,3502496.000,48645,3,PG,1,100,820
637291.759048,637291.759027,1673971788.562479,3502534.333,48662,3,PG,1,100,818
637291.798608,637291.798587,1673971788.602038,3502572.667,48662,3,PG,1,100,812
637291.838169,637291.838148,1673971788.641598,3502611.000,48662,3,PG,1,100,824
637291.878933,637291.878912,1673971788.682361,3502650.500,48679,2,PG,1,100,814
637291.919697,637291.919676,1673971788.723124,3502690.000,48679,2,PG,1,100,821
637291.960462,637291.960440,1673971788.763887,3502729.500,48695,2,PG,1,100,815
637292.001226,637292.001205,1673971788.804650,3502769.000,48695,2,PG,1,100,818
637292.045602,637292.045581,1673971788.849025,3502812.000,48713,3,PG,1,100,819
637292.089978,637292.089957,1673971788.893400,3502855.000,48713,3,PG,1,100,817
637292.134355,637292.134334,1673971788.937775,3502898.000,48713,3,PG,1,100,819
637292.174259,637292.174238,1673971788.977679,3502936.667,48732,3,PG,1,100,816
637292.214163,637292.214142,1673971789.017582,3502975.333,48732,3,PG,1,100,818
637292.254068,637292.254047,1673971789.057485,3503014.000,48732,3,PG,1,100,811
637292.293800,637292.293779,1673971789.097216,3503052.500,48749,2,PG,1,100,823
637292.333532,637292.333511,1673971789.136947,3503091.000,48749,2,PG,1,100,813
637292.373437,637292.373415,1673971789.176850,3503129.667,48766,3,PG,1,100,819
637292.413341,637292.413320,1673971789.216753,3503168.333,48766,3,PG,1,100,823
637292.453245,637292.453224,1673971789.256656,3503207.000,48766,3,PG,1,100,817
637292.493493,637292.493472,1673971789.296904,3503246.000,48783,2,PG,1,100,807
637292.533742,637292.533721,1673971789.337151,3503285.000,48783,2,PG,1,100,816
637292.573474,637292.573453,1673971789.376882,3503323.500,48798,4,PG,1,100,808
637292.613206,637292.613185,1673971789.416613,3503362.000,48798,4,PG,1,100,811
637292.652939,637292.652917,1673971789.456344,3503400.500,48798,4,PG,1,100,820
637292.692671,637292.692650,1673971789.496075,3503439.000,48798,4,PG,1,100,818
637292.733435,637292.733414,1673971789.536839,3503478.500,48818,2,PG,1,100,816
637292.774199,637292.774178,1673971789.577602,3503518.000,48818,2,PG,1,100,812
637292.814104,637292.814083,1673971789.617505,3503556.667,48834,3,PG,1,100,821
637292.854008,637292.853987,1673971789.657408,3503595.333,48834,3,PG,1,100,821
637292.893912,637292.893891,1673971789.697311,3503634.000,48834,3,PG,1,100,822
637292.934161,637292.934139,1673971789.737558,3503673.000,48851,2,PG,1,100,812
637292.974409,637292.974388,1673971789.777806,3503712.000,48851,2,PG,1,100,828
637293.013969,637293.013948,1673971789.817365,3503750.333,48868,3,PG,1,100,816
637293.053529,637293.053508,1673971789.856924,3503788.667,48868,3,PG,1,100,820
637293.093090,637293.093069,1673971789.896483,3503827.000,48868,3,PG,1,100,822
637293.132650,637293.132629,1673971789.936042,3503865.333,48890,3,PG,1,100,819
637293.172210,637293.172189,1673971789.975601,3503903.667,48890,3,PG,1,100,817
637293.211771,637293.211749,1673971790.015160,3503942.000,48890,3,PG,1,100,820
637293.251503,637293.251482,1673971790.054892,3503980.500,48904,2,PG,1,100,811
637293.291235,637293.291214,1673971790.094623,3504019.000,48904,2,PG,1,100,810
637293.332171,637293.332150,1673971790.135558,3504058.667,48921,3,PG,1,100,818
637293.373108,637293.373087,1673971790.176493,3504098.333,48921,3,PG,1,100,818
637293.414044,637293.414023,1673971790.217428,3504138.000,48921,3,PG,1,100,821
637293.454292,637293.454271,1673971790.257675,3504177.000,48938,3,PG,1,100,814
637293.494541,637293.494519,1673971790.297922,3504216.000,48938,3,PG,1,100,821
637293.534789,637293.534768,1673971790.338170,3504255.000,48938,3,PG,1,100,812
637293.576069,637293.576048,1673971790.379449,3504295.000,48955,2,PG,1,100,814
637293.617349,637293.617328,1673971790.420728,3504335.000,48955,2,PG,1,100,815
637293.657254,637293.657233,1673971790.460631,3504373.667,48974,3,PG,1,100,833
637293.697158,637293.697137,1673971790.500534,3504412.333,48974,3,PG,1,100,815
637293.737062,637293.737041,1673971790.540437,3504451.000,48974,3,PG,1,100,824
637293.776279,637293.776258,1673971790.579653,3504489.000,48990,2,PG,1,100,817
637293.815495,637293.815474,1673971790.618868,3504527.000,48990,2,PG,1,100,815
637293.859871,637293.859850,1673971790.663243,3504570.000,49006,3,PG,1,100,818
637293.904248,637293.904226,1673971790.707618,3504613.000,49006,3,PG,1,100,818
637293.948624,637293.948603,1673971790.751993,3504656.000,49006,3,PG,1,100,822
637293.988356,637293.988335,1673971790.791724,3504694.500,49023,2,PG,1,100,818
637294.028088,637294.028067,1673971790.831455,3504733.000,49023,2,PG,1,100,817
637294.067649,637294.067628,1673971790.871014,3504771.333,49040,3,PG,1,100,809
637294.107209,637294.107188,1673971790.910573,3504809.667,49040,3,PG,1,100,831
637294.146769,637294.146748,1673971790.950133,3504848.000,49040,3,PG,1,100,814
637294.187362,637294.187340,1673971790.990724,3504887.333,49060,3,PG,1,100,818
637294.227954,637294.227933,1673971791.031315,3504926.667,49060,3,PG,1,100,819
637294.268546,637294.268525,1673971791.071906,3504966.000,49060,3,PG,1,100,814
637294.308278,637294.308257,1673971791.111637,3505004.500,49076,2,PG,1,100,821
637294.348011,637294.347990,1673971791.151368,3505043.000,49076,2,PG,1,100,819
637294.387915,637294.387894,1673971791.191272,3505081.667,49094,3,PG,1,100,817
637294.427819,637294.427798,1673971791.231175,3505120.333,49094,3,PG,1,100,811
637294.467724,637294.467702,1673971791.271078,3505159.000,49094,3,PG,1,100,820
637294.507972,637294.507951,1673971791.311325,3505198.000,49110,2,PG,1,100,815
637294.548220,637294.548199,1673971791.351572,3505237.000,49110,2,PG,1,100,816
637294.587780,637294.587759,1673971791.391131,3505275.333,49127,3,PG,1,100,817
637294.627341,637294.627320,1673971791.430690,3505313.667,49127,3,PG,1,100,824
637294.666901,637294.666880,1673971791.470250,3505352.000,49127,3,PG,1,100,821
637294.706117,637294.706096,1673971791.509465,3505390.000,49145,3,PG,1,100,816
637294.745334,637294.745312,1673971791.548680,3505428.000,49145,3,PG,1,100,805
637294.784550,637294.784529,1673971791.587895,3505466.000,49145,3,PG,1,100,832
637294.824798,637294.824777,1673971791.628142,3505505.000,49162,3,PG,1,100,814
637294.865046,637294.865025,1673971791.668389,3505544.000,49162,3,PG,1,100,819
637294.905295,637294.905274,1673971791.708637,3505583.000,49162,3,PG,1,100,819
637294.946231,637294.946210,1673971791.749572,3505622.667,49178,3,PG,1,100,822
637294.987167,637294.987146,1673971791.790507,3505662.333,49178,3,PG,1,100,819
637295.028104,637295.028083,1673971791.831442,3505702.000,49178,3,PG,1,100,826
637295.068146,637295.068124,1673971791.871483,3505740.800,49201,5,PG,1,100,815
637295.108187,637295.108166,1673971791.911523,3505779.600,49201,5,PG,1,100,817
637295.148229,637295.148208,1673971791.951564,3505818.400,49201,5,PG,1,100,823
637295.188271,637295.188250,1673971791.991605,3505857.200,49201,5,PG,1,100,819
637295.228313,637295.228292,1673971792.031646,3505896.000,49201,5,PG,1,100,822
637295.267529,637295.267508,1673971792.070861,3505934.000,49222,3,PG,1,100,818
637295.306746,637295.306725,1673971792.110076,3505972.000,49222,3,PG,1,100,819
637295.345962,637295.345941,1673971792.149291,3506010.000,49222,3,PG,1,100,822
637295.385866,637295.385845,1673971792.189194,3506048.667,49240,3,PG,1,100,816
637295.425771,637295.425749,1673971792.229097,3506087.333,49240,3,PG,1,100,812
637295.465675,637295.465654,1673971792.269001,3506126.000,49240,3,PG,1,100,828
637295.505923,637295.505902,1673971792.309248,3506165.000,49255,2,PG,1,100,811
637295.546171,637295.546150,1673971792.349495,3506204.000,49255,2,PG,1,100,821
637295.587452,637295.587431,1673971792.390774,3506244.000,49272,2,PG,1,100,821
637295.628732,637295.628711,1673971792.432053,3506284.000,49272,2,PG,1,100,819
637295.673452,637295.673431,1673971792.476772,3506327.333,49292,3,PG,1,100,814
637295.718173,637295.718151,1673971792.521491,3506370.667,49292,3,PG,1,100,808
637295.762893,637295.762872,1673971792.566210,3506414.000,49292,3,PG,1,100,824
637295.803829,637295.803808,1673971792.607146,3506453.667,49309,3,PG,1,100,818
637295.844766,637295.844744,1673971792.648081,3506493.333,49309,3,PG,1,100,812
637295.885702,637295.885681,1673971792.689016,3506533.000,49309,3,PG,1,100,815
637295.925434,637295.925413,1673971792.728747,3506571.500,49323,2,PG,1,100,827
637295.965166,637295.965145,1673971792.768478,3506610.000,49323,2,PG,1,100,816
637296.005071,637296.005050,1673971792.808381,3506648.667,49340,3,PG,1,100,815
637296.044975,637296.044954,1673971792.848284,3506687.333,49340,3,PG,1,100,816
637296.084879,637296.084858,1673971792.888187,3506726.000,49340,3,PG,1,100,821
637296.123752,637296.123730,1673971792.927059,3506763.667,49359,3,PG,1,100,819
637296.162624,637296.162603,1673971792.965930,3506801.333,49359,3,PG,1,100,820
637296.201496,637296.201475,1673971793.004801,3506839.000,49359,3,PG,1,100,814
637296.241744,637296.241723,1673971793.045048,3506878.000,49379,2,PG,1,100,815
637296.281993,637296.281972,1673971793.085295,3506917.000,49379,2,PG,1,100,817
637296.321897,637296.321876,1673971793.125198,3506955.667,49394,3,PG,1,100,825
637296.361801,637296.361780,1673971793.165102,3506994.333,49394,3,PG,1,100,812
637296.401706,637296.401684,1673971793.205005,3507033.000,49394,3,PG,1,100,814
637296.442470,637296.442449,1673971793.245768,3507072.500,49411,2,PG,1,100,818
637296.483234,637296.483213,1673971793.286531,3507112.000,49411,2,PG,1,100,820
637296.523482,637296.523461,1673971793.326778,3507151.000,49427,3,PG,1,100,819
637296.563731,637296.563710,1673971793.367025,3507190.000,49427,3,PG,1,100,809
637296.603979,637296.603958,1673971793.407273,3507229.000,49427,3,PG,1,100,827
637296.643883,637296.643862,1673971793.447176,3507267.667,49447,3,PG,1,100,809
637296.683788,637296.683766,1673971793.487079,3507306.333,49447,3,PG,1,100,821
637296.723692,637296.723671,1673971793.526982,3507345.000,49447,3,PG,1,100,820
637296.762908,637296.762887,1673971793.566197,3507383.000,49464,2,PG,1,100,820
637296.802124,637296.802103,1673971793.605412,3507421.000,49464,2,PG,1,100,813
637296.842373,637296.842352,1673971793.645659,3507460.000,49479,3,PG,1,100,815
637296.882621,637296.882600,1673971793.685907,3507499.000,49479,3,PG,1,100,814
637296.922869,637296.922848,1673971793.726154,3507538.000,49479,3,PG,1,100,815
637296.962602,637296.962580,1673971793.765885,3507576.500,49495,2,PG,1,100,813
637297.002334,637297.002313,1673971793.805616,3507615.000,49495,2,PG,1,100,824
637297.042324,637297.042303,1673971793.845605,3507653.750,49513,4,PG,1,100,818
637297.082314,637297.082293,1673971793.885594,3507692.500,49513,4,PG,1,100,816
637297.122305,637297.122284,1673971793.925583,3507731.250,49513,4,PG,1,100,813
637297.162295,637297.162274,1673971793.965573,3507770.000,49513,4,PG,1,100,817
637297.202199,637297.202178,1673971794.005476,3507808.667,49534,3,PG,1,100,813
637297.242104,637297.242082,1673971794.045379,3507847.333,49534,3,PG,1,100,810
637297.282008,637297.281987,1673971794.085282,3507886.000,49534,3,PG,1,100,829
637297.321740,637297.321719,1673971794.125013,3507924.500,49551,2,PG,1,100,817
637297.361472,637297.361451,1673971794.164744,3507963.000,49551,2,PG,1,100,819
637297.405161,637297.405140,1673971794.208431,3508005.333,49568,3,PG,1,100,815
637297.448849,637297.448828,1673971794.252119,3508047.667,49568,3,PG,1,100,823
637297.492537,637297.492516,1673971794.295806,3508090.000,49568,3,PG,1,100,814
637297.531754,637297.531733,1673971794.335021,3508128.000,49583,3,PG,1,100,816
637297.570970,637297.570949,1673971794.374236,3508166.000,49583,3,PG,1,100,819
637297.610186,637297.610165,1673971794.413451,3508204.000,49583,3,PG,1,100,818
637297.649403,637297.649381,1673971794.452666,3508242.000,49602,2,PG,1,100,820
637297.688619,637297.688598,1673971794.491881,3508280.000,49602,2,PG,1,100,813
637297.728523,637297.728502,1673971794.531785,3508318.667,49620,3,PG,1,100,822
637297.768427,637297.768406,1673971794.571688,3508357.333,49620,3,PG,1,100,816
637297.808332,637297.808311,1673971794.611591,3508396.000,49620,3,PG,1,100,823
637297.849612,637297.849591,1673971794.652870,3508436.000,49636,2,PG,1,100,822
637297.890892,637297.890871,1673971794.694149,3508476.000,49636,2,PG,1,100,823
637297.931485,637297.931463,1673971794.734740,3508515.333,49653,3,PG,1,100,814
637297.972077,637297.972056,1673971794.775331,3508554.667,49653,3,PG,1,100,815
637298.012669,637298.012648,1673971794.815922,3508594.000,49653,3,PG,1,100,812
637298.052917,637298.052896,1673971794.856170,3508633.000,49668,3,PG,1,100,809
637298.093166,637298.093145,1673971794.896417,3508672.000,49668,3,PG,1,100,823
637298.133414,637298.133393,1673971794.936664,3508711.000,49668,3,PG,1,100,821
637298.172630,637298.172609,1673971794.975879,3508749.000,49690,2,PG,1,100,818
637298.211847,637298.211825,1673971795.015094,3508787.000,49690,2,PG,1,100,815
637298.251407,637298.251386,1673971795.054653,3508825.333,49706,3,PG,1,100,821
637298.290967,637298.290946,1673971795.094213,3508863.667,49706,3,PG,1,100,819
637298.330527,637298.330506,1673971795.133772,3508902.000,49706,3,PG,1,100,816
637298.370088,637298.370067,1673971795.173331,3508940.333,49724,3,PG,1,100,812
637298.409648,637298.409627,1673971795.212890,3508978.667,49724,3,PG,1,100,828
637298.449208,637298.449187,1673971795.252449,3509017.000,49724,3,PG,1,100,817
637298.489457,637298.489435,1673971795.292696,3509056.000,49740,2,PG,1,100,820
637298.529705,637298.529684,1673971795.332944,3509095.000,49740,2,PG,1,100,817
637298.569609,637298.569588,1673971795.372847,3509133.667,49755,3,PG,1,100,825
637298.609513,637298.609492,1673971795.412750,3509172.333,49755,3,PG,1,100,825
637298.649418,637298.649397,1673971795.452653,3509211.000,49755,3,PG,1,100,815
637298.689322,637298.689301,1673971795.492556,3509249.667,49775,3,PG,1,100,813
637298.729226,637298.729205,1673971795.532459,3509288.333,49775,3,PG,1,100,817
637298.769131,637298.769109,1673971795.572362,3509327.000,49775,3,PG,1,100,817
637298.807831,637298.807810,1673971795.611062,3509364.500,49792,2,PG,1,100,828
637298.846531,637298.846510,1673971795.649761,3509402.000,49792,2,PG,1,100,821
637298.886779,637298.886758,1673971795.690008,3509441.000,49808,3,PG,1,100,812
637298.927028,637298.927007,1673971795.730255,3509480.000,49808,3,PG,1,100,814
637298.967276,637298.967255,1673971795.770502,3509519.000,49808,3,PG,1,100,820
637299.007008,637299.006987,1673971795.810234,3509557.500,49825,2,PG,1,100,818
637299.046741,637299.046719,1673971795.849965,3509596.000,49825,2,PG,1,100,818
637299.086645,637299.086624,1673971795.889868,3509634.667,49842,3,PG,1,100,831
637299.126549,637299.126528,1673971795.929771,3509673.333,49842,3,PG,1,100,813
637299.166453,637299.166432,1673971795.969674,3509712.000,49842,3,PG,1,100,812
637299.206186,637299.206165,1673971796.009405,3509750.500,49862,2,PG,1,100,818
637299.245918,637299.245897,1673971796.049136,3509789.000,49862,2,PG,1,100,819
637299.290294,637299.290273,1673971796.093512,3509832.000,49878,3,PG,1,100,812
637299.334671,637299.334649,1673971796.137887,3509875.000,49878,3,PG,1,100,817
637299.379047,637299.379026,1673971796.182262,3509918.000,49878,3,PG,1,100,816
637299.419295,637299.419274,1673971796.222509,3509957.000,49896,3,PG,1,100,820
637299.459544,637299.459522,1673971796.262756,3509996.000,49896,3,PG,1,100,818
637299.499792,637299.499771,1673971796.303003,3510035.000,49896,3,PG,1,100,810
637299.539524,637299.539503,1673971796.342734,3510073.500,49912,2,PG,1,100,825
637299.579256,637299.579235,1673971796.382465,3510112.000,49912,2,PG,1,100,818
637299.618129,637299.618108,1673971796.421336,3510149.667,49927,3,PG,1,100,815
637299.657001,637299.656980,1673971796.460208,3510187.333,49927,3,PG,1,100,814
637299.695873,637299.695852,1673971796.499079,3510225.000,49927,3,PG,1,100,833
637299.735778,637299.735756,1673971796.538982,3510263.667,49947,3,PG,1,100,817
637299.775682,637299.775661,1673971796.578885,3510302.333,49947,3,PG,1,100,818
637299.815586,637299.815565,1673971796.618788,3510341.000,49947,3,PG,1,100,822
637299.855834,637299.855813,1673971796.659035,3510380.000,49964,2,PG,1,100,830
637299.896083,637299.896062,1673971796.699283,3510419.000,49964,2,PG,1,100,816
637299.935987,637299.935966,1673971796.739186,3510457.667,49980,3,PG,1,100,822
637299.975891,637299.975870,1673971796.779089,3510496.333,49980,3,PG,1,100,816
637300.015796,637300.015774,1673971796.818992,3510535.000,49980,3,PG,1,100,812
637300.055528,637300.055507,1673971796.858723,3510573.500,49997,2,PG,1,100,816
637300.095260,637300.095239,1673971796.898454,3510612.000,49997,2,PG,1,100,819
637300.135164,637300.135143,1673971796.938358,3510650.667,50017,3,PG,1,100,816
637300.175069,637300.175048,1673971796.978261,3510689.333,50017,3,PG,1,100,811
637300.214973,637300.214952,1673971797.018164,3510728.000,50017,3,PG,1,100,823
637300.254189,637300.254168,1673971797.057379,3510766.000,50034,3,PG,1,100,820
637300.293406,637300.293384,1673971797.096594,3510804.000,50034,3,PG,1,100,821
637300.332622,637300.332601,1673971797.135809,3510842.000,50034,3,PG,1,100,815
637300.373386,637300.373365,1673971797.176573,3510881.500,50056,4,PG,1,100,821
637300.414150,637300.414129,1673971797.217336,3510921.000,50056,4,PG,1,100,819
637300.454915,637300.454894,1673971797.258099,3510960.500,50056,4,PG,1,100,817
637300.495679,637300.495658,1673971797.298862,3511000.000,50056,4,PG,1,100,815
637300.535583,637300.535562,1673971797.338765,3511038.667,50073,3,PG,1,100,827
637300.575488,637300.575466,1673971797.378668,3511077.333,50073,3,PG,1,100,814
637300.615392,637300.615371,1673971797.418571,3511116.000,50073,3,PG,1,100,823
637300.655640,637300.655619,1673971797.458818,3511155.000,50092,2,PG,1,100,816
637300.695889,637300.695867,1673971797.499066,3511194.000,50092,2,PG,1,100,815
637300.735449,637300.735428,1673971797.538625,3511232.333,50110,3,PG,1,100,815
637300.775009,637300.774988,1673971797.578184,3511270.667,50110,3,PG,1,100,818
637300.814569,637300.814548,1673971797.617743,3511309.000,50110,3,PG,1,100,819
637300.853786,637300.853764,1673971797.656958,3511347.000,50125,2,PG,1,100,811
637300.893002,637300.892981,1673971797.696173,3511385.000,50125,2,PG,1,100,823
637300.932906,637300.932885,1673971797.736077,3511423.667,50141,3,PG,1,100,821
637300.972811,637300.972789,1673971797.775980,3511462.333,50141,3,PG,1,100,817
637301.012715,637301.012694,1673971797.815883,3511501.000,50141,3,PG,1,100,818
637301.060187,637301.060166,1673971797.863354,3511547.000,50158,2,PG,1,100,825
637301.107659,637301.107638,1673971797.910825,3511593.000,50158,2,PG,1,100,816
637301.147564,637301.147543,1673971797.950728,3511631.667,50180,3,PG,1,100,822
637301.187468,637301.187447,1673971797.990631,3511670.333,50180,3,PG,1,100,815
637301.227372,637301.227351,1673971798.030534,3511709.000,50180,3,PG,1,100,818
637301.267105,637301.267083,1673971798.070266,3511747.500,50196,2,PG,1,100,812
637301.306837,637301.306816,1673971798.109997,3511786.000,50196,2,PG,1,100,807
637301.346741,637301.346720,1673971798.149900,3511824.667,50212,3,PG,1,100,828
637301.386646,637301.386624,1673971798.189803,3511863.333,50212,3,PG,1,100,824
637301.426550,637301.426529,1673971798.229706,3511902.000,50212,3,PG,1,100,811
637301.466454,637301.466433,1673971798.269609,3511940.667,50228,3,PG,1,100,817
637301.506358,637301.506337,1673971798.309512,3511979.333,50228,3,PG,1,100,820
637301.546263,637301.546241,1673971798.349416,3512018.000,50228,3,PG,1,100,817
637301.586167,637301.586146,1673971798.389319,3512056.667,50245,3,PG,1,100,818
